PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
zzH35,r4r2/pbp1Q1bk/1p2B1pp/1q6/6P1/3PP2R/PPP4P/1R4K1 b - - 2 23,b5c6 h3h6 h7h6 e7h4,1447,74,85,620,attraction mate mateIn2 middlegame pin sacrifice short,https://lichess.org/okecAmiO/black#46,
zzHA2,r4rk1/1pp2pp1/3p3p/p1P1p3/2P1P3/P1NP1bPq/4NP2/1RBQ1RK1 w - - 1 18,e2f4 h3h1,1618,181,46,47,mate mateIn1 middlegame oneMove,https://lichess.org/dKXOKJpC#35,English_Opening English_Opening_Kings_English_Variation
zzHBO,1r2Rk1r/2p2ppp/p7/2qp4/8/1P3P2/P3QP1P/4R1K1 b - - 1 22,b8e8 e2e8,399,101,100,154,endgame mate mateIn1 oneMove,https://lichess.org/eMj5MQ96/black#44,
zzHBk,8/ppp4p/6p1/2Q2p2/5Nk1/6PP/P7/3q1nK1 b - - 0 38,g4g3 c5f2,1196,138,57,14,endgame mate mateIn1 oneMove,https://lichess.org/DrqVkMmx/black#76,
zzHMd,6k1/6pp/p1pp1r1r/1p2pP2/4Qn2/2P2PN1/PP3P2/3RRK1q w - - 0 29,g3h1 h6h1,588,86,100,186,middlegame,https://lichess.org/7kbsMqpW#57,
zzHTN,r7/3R1kpp/8/ppb3B1/2p1n1bP/8/PPP1NPP1/6K1 b - - 1 27,f7g6 e2f4 g6f5 d7d5,1613,74,90,370,mate mateIn2 middlegame short,https://lichess.org/VXg6pnRz/black#54,
zzHTU,r1b3n1/pp4kp/4pqp1/2Qp1r2/8/2NP1N2/PP2BPPP/3R2K1 b - - 4 21,b7b6 c5c6 f6e7 c6a8 e7b7 a8b7,1912,76,92,1045,crushing long middlegame,https://lichess.org/xg07EpVb/black#42,
zzHVm,1nk2b2/pp5r/2p1pP2/2Pp1p2/P2P1R2/6P1/1P1B2B1/6K1 b - - 0 32,f8h6 f4h4 h6d2 h4h7,1026,168,-100,8,advantage endgame short,https://lichess.org/7mfWCbeL/black#64,
zzHWv,5rk1/1R3pp1/1p6/2p1q2p/3pP1rP/1P3QP1/2P2PK1/4R3 w - - 1 37,b7b6 f7f5 e4f5 e5e1 f3d5 g8h7,2251,80,87,49,advantage defensiveMove endgame long,https://lichess.org/M7h6Tztx#73,
zzHas,8/pp5k/2p3p1/2P4p/1P1bN1q1/2r5/P5RP/1Q5K b - - 20 36,g4f5 e4c3 d4c3 b1f5,2031,77,91,912,crushing discoveredAttack endgame short,https://lichess.org/LAGDSG38/black#72,
zzHbA,6k1/p5p1/6p1/4n3/P3N1P1/2P2rP1/1PK1p3/6R1 w - - 0 31,c2d2 f3f1 d2e2 f1g1,1856,78,95,12233,crushing endgame short,https://lichess.org/OkpI0ZTe#61,
zzHfH,4rrk1/pb3pp1/1b3n1p/3p4/8/P2BP1B1/3N1PPP/2R2RK1 b - - 2 20,f6e4 d3e4 d5e4 g3d6 f7f5 d6f8,1864,86,75,33,advantage long middlegame trappedPiece,https://lichess.org/3i1lVdjC/black#40,
zzHmm,rr4k1/3p2pp/2p1pn2/3n2Q1/Pq1N4/1P3N2/5PPP/1R2R1K1 b - - 2 23,a8a4 d4c2 b4c5 b3a4 b8b1 e1b1,2088,80,91,1165,advantage long master middlegame,https://lichess.org/EtJWDHT3/black#46,
zzHsF,4r1k1/1p3pp1/p3p2p/n2p4/Pq1PB1P1/RP2P2P/1Q2NP2/2r3K1 w - - 0 22,e2c1 a5c4 c1d3 b4a3 b3c4 a3b2 d3b2 d5e4,2074,88,50,25,crushing middlegame veryLong,https://lichess.org/fM2jk3uN#43,
zzHw5,3r2k1/3P1pb1/6p1/q3N3/6P1/p3Q1BP/3R2K1/8 w - - 6 51,d2a2 a5d5 e5f3 d5a2,1506,180,33,15,crushing fork master masterVsMaster middlegame short,https://lichess.org/V2QQwbOv#101,
zzHwm,3qrn1k/5rRp/p2p1P1Q/1p1Pp3/4P3/2N2P2/Pn2K3/7R b - - 2 27,d8f6 h6h7 f8h7 h1h7,1395,75,92,368,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/MnMKKUEy/black#54,
zzHyZ,r2q1r2/ppp1n1kp/6p1/2b1p3/4P3/1QP2BPP/PP4K1/RN3R2 w - - 0 18,f1d1 f8f3 g2f3 d8f8 f3e2 f8f2,1859,76,88,150,attraction crushing long middlegame sacrifice,https://lichess.org/DtsEx2wZ#35,Kings_Knight_Opening Kings_Knight_Opening_Konstantinopolsky
zzHzp,1r2r1k1/5ppp/pnqp4/1p1N2P1/1P2PP2/2RP1Q1P/8/1R4K1 b - - 4 29,c6b7 c3c7 b6d5 c7b7,1496,75,86,284,advantage middlegame short,https://lichess.org/nzwjClof/black#58,
zzI1h,r3k1nr/pp3ppp/4p3/1B1pn3/N2b1B2/1P6/P4PPP/2R1K2R b Kkq - 1 17,e5c6 c1c6 b7c6 b5c6 e8e7 c6a8,1488,74,94,1068,advantage fork long middlegame,https://lichess.org/IBq1UvkC/black#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
zzICF,3k4/pRR4p/6p1/4n3/8/2pr2P1/P5P1/7K w - - 3 25,c7h7 d3d1 h1h2 e5g4 h2h3 g4f2 h3h4 d1h1 h4g5 h1h7 b7h7 c3c2,2176,79,85,102,advancedPawn crushing endgame master veryLong,https://lichess.org/RYZMMkhj#49,
zzIZW,r1bq1rk1/pp2bpp1/2np3p/4p1P1/4P1nB/1NNB3P/PPP2P2/R2QK2R b KQ - 0 12,e7g5 h4g5 d8g5 h3g4,1662,74,92,2327,advantage middlegame short,https://lichess.org/EdwOLrjM/black#24,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
zzIa5,7b/pp5p/3q4/6k1/5nb1/1B2QnP1/PPP2P2/4RRK1 w - - 1 25,g1h1 d6h6,1296,77,87,1295,mate mateIn1 middlegame oneMove,https://lichess.org/hxDv5wQ8#49,
zzIaB,rR4k1/2Q2ppp/r3p3/3bP3/p2P4/B7/5PPP/6K1 b - - 7 30,a8b8 c7b8,713,87,85,65,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/jmfcSVC1/black#60,
zzIcg,4k2r/r1q1ppbp/p2p1np1/3P4/2pB4/P1Q2N2/5PPP/4RRK1 b k - 1 18,a7b7 d4f6 g7f6 c3f6,1373,75,93,1738,advantage master middlegame pin short,https://lichess.org/wTx03R0I/black#36,Modern_Defense Modern_Defense_Standard_Line
zzInb,r4rk1/2R2Rp1/4p2p/8/p7/5QP1/P4PKP/1q6 b - - 0 34,f8f7 f3f7 g8h8 f7g7,1077,79,94,1449,endgame mate mateIn2 short,https://lichess.org/yvW58kZU/black#68,
zzIr8,5r1k/1p2Np1p/3P1Pp1/4P3/p7/4B3/1r5P/5K2 b - - 1 33,a4a3 e3h6 f8g8 d6d7 b2d2 h6d2 a3a2 d2c3 a2a1q c3a1,2295,81,93,3405,advancedPawn crushing endgame quietMove veryLong,https://lichess.org/7Gu4mS87/black#66,
zzIry,2r2k2/R4p1R/3p1b1Q/1p2pP2/3pP3/3P4/1Pq1N1r1/4K3 b - - 3 33,f6g7 h7h8,1335,77,92,578,mate mateIn1 middlegame oneMove pin,https://lichess.org/CMrqoKir/black#66,
zzIsK,1k1r3r/1p2qp2/p7/1n4R1/1P6/5QP1/5PBP/R5K1 b - - 0 30,e7b4 f3b7,993,76,90,259,mate mateIn1 middlegame oneMove,https://lichess.org/MNuOtXVf/black#60,
zzIsz,r3n1rk/p3Bp2/1pbpp1p1/2p1P1N1/q1PP4/2P1R3/P1Q2PPP/R5K1 b - - 3 18,a4c2 e3h3 h8g7 h3h7,1612,75,89,105,mate mateIn2 middlegame short,https://lichess.org/eOukDPkh/black#36,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation
zzItH,6k1/5ppp/1q3n2/2Bp1Q2/2n5/4P3/rP3PPP/1BR2K2 b - - 0 26,b6b2 f5c8 f6e8 c8e8,961,77,100,376,mate mateIn2 middlegame short,https://lichess.org/EZF7KFS4/black#52,
zzItc,1R4k1/p4ppp/5n2/8/8/8/P2rrPPP/4R1K1 b - - 1 24,f6e8 b8e8 e2e8 e1e8,815,84,89,152,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/Kyysh921/black#48,
zzItm,r2qk2r/pp1nbppp/3pp3/1B6/3pP3/2NP3P/PPP2PP1/R2QK2R w KQkq - 2 12,c3e2 d8a5 c2c3 a5b5,1144,76,97,3014,advantage fork middlegame short,https://lichess.org/AqABQOOg#23,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
zzIvN,2r3k1/5pp1/1P5p/8/2P5/3p3P/6P1/R6K b - - 0 32,c8c4 b6b7 c4b4 a1a8,1486,75,89,276,advancedPawn crushing endgame rookEndgame short,https://lichess.org/Zt3o7HkT/black#64,
zzIxf,8/BB1k4/3p1b2/2p5/P1n5/6P1/6K1/8 w - - 1 33,b7d5 c4e3 g2f2 e3d5,1197,147,100,29,advantage endgame fork master short,https://lichess.org/0vLFNaew#65,
zzJ1C,8/8/4p1p1/8/4B3/1R4NP/1p1q4/4k2K b - - 13 55,e1f2 b3f3 f2e1 f3f1,1192,77,52,132,endgame mate mateIn2 short,https://lichess.org/nTPp8f01/black#110,
zzJ1T,rnbqk1nr/ppp2p1p/1N1p3b/8/2BPPB2/5Q2/PPP3PP/R3K2R b KQkq - 6 10,h6f4 f3f4 d8f6 f4f6 g8f6 b6a8,2176,76,91,1008,crushing long middlegame trappedPiece,https://lichess.org/KnWibo6e/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
zzJ3V,8/8/8/pp1k2pp/3p4/PP1K1PPP/8/8 b - - 0 44,d5c5 h3h4 g5h4 g3h4 c5d5 f3f4 d5c5 f4f5 c5d5 f5f6,2606,110,90,1401,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/MmTFCPk6/black#88,
zzJ4b,r1b2b1r/pp1pk3/4pNq1/4P1p1/8/8/PP1Q2PP/R4RK1 b - - 1 20,e7d8 a1c1 b7b6 b2b4,2400,88,64,65,advantage defensiveMove middlegame short,https://lichess.org/GSLQeq6o/black#40,
zzJ6q,1r4k1/p4ppp/2B1pn2/8/6PP/2q1bP2/6K1/1R1QR3 b - - 0 27,b8b1 d1d8 f6e8 d8e8,1364,185,100,31,mate mateIn2 middlegame short,https://lichess.org/Ayj6KPsq/black#54,
zzJEC,r4rk1/ppp1n1p1/4b2p/8/2PP1P2/6Pq/P3B2P/R2Q1RK1 b - - 0 19,e7f5 e2g4 f5e3 g4h3,1625,78,88,63,advantage middlegame short trappedPiece,https://lichess.org/NgsvAphC/black#38,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French
zzJGo,2brk2r/p4p1p/nq1p1np1/2pPp3/1p2P3/P2B1P1P/NPPQN1P1/R4RK1 w k - 3 19,a3b4 c5c4 g1h2 c4d3,2230,192,85,16,discoveredAttack equality middlegame short,https://lichess.org/5Vm4PY0j#37,
zzJL3,2kr4/pb3pp1/1p1p4/P1pP3r/2Pn4/2QBq3/1B3NPP/R4RK1 w - - 3 23,a5b6 d4f3 g2f3 h5g5 g1h1 e3f3,2044,75,97,1515,intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/HYx9Myf3#45,
zzJPL,2r2k2/n2p1r2/p2Pp1qp/1p3p1N/2p2P2/2P2Q1P/P1B1KP2/6R1 b - - 3 33,g6h7 f3b7 h7h8 g1g3,2800,120,88,179,crushing defensiveMove middlegame short,https://lichess.org/rB8zdYyJ/black#66,
zzJUc,r2r2k1/pb4np/2q1p1p1/2p2p2/1pP1P3/1P1B1N2/PQ3PPP/3RR1K1 b - - 1 20,d8d3 d1d3 f5e4 f3e5 e4d3 e5c6,1539,77,87,1404,crushing long middlegame,https://lichess.org/jWbdJKFB/black#40,
zzJb2,r1b1kb1r/pp3ppp/1n2p3/8/q2N4/2BB3P/PPPQ2P1/R2K3R b kq - 2 14,b6d5 d3b5 c8d7 b5a4,934,77,100,104,advantage fork middlegame short,https://lichess.org/J3wr8va5/black#28,Queens_Pawn_Game Queens_Pawn_Game_Veresov
zzJbF,8/5ppk/8/pP1p3p/P2P3Q/2r1P1B1/2r1q1PP/R4RK1 w - - 4 29,f1f2 c2c1 a1c1 c3c1 f2f1 c1f1,934,85,94,2237,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/8laJZjZx#57,
zzJcn,1k1rq2r/pp3p1p/5b2/5B2/3p1P2/P2RpQ2/1PP5/1K2R3 b - - 1 30,e8b5 d3b3 b5b3 c2b3,1356,76,84,784,advantage middlegame short,https://lichess.org/15Mvr6WU/black#60,
zzJdh,8/5r2/1k6/2R1B2p/2pP2r1/2P5/1P3bPK/R7 w - - 7 35,c5c4 g4h4,1273,87,76,160,endgame master mate mateIn1 oneMove,https://lichess.org/OAoe7wrv#69,
zzJjf,2kr3r/1pp1qpp1/p7/nn5P/3pP3/6Q1/P3PBBP/R3K2R b KQ - 0 20,h8h5 g3g4 c8b8 g4h5 e7b4 e1f1,1333,75,95,13279,advantage fork long middlegame,https://lichess.org/0TTCLF80/black#40,
zzJm4,4rk2/6p1/5pp1/p4n2/7B/2PN2PP/P4RK1/8 w - - 1 29,g2f3 e8e3 f3f4 e3d3,1271,75,86,1762,advantage endgame fork short,https://lichess.org/XUABNOOw#57,
zzJmi,3r2k1/1p4pp/p1p1N3/2qnR3/8/P1P4P/1P2RPP1/6K1 b - - 1 34,c5e7 e6d8 e7d8 e5e8 d8e8 e2e8,1019,126,89,19,clearance crushing endgame fork long,https://lichess.org/YbG9ZqQM/black#68,
zzJp2,7k/p5b1/1p4Q1/4p2p/1P1qN1bP/4r1B1/P5P1/5RK1 w - - 6 34,f1f7 e3e1 g1h2 d4g1,1715,75,95,13647,doubleCheck mate mateIn2 middlegame short,https://lichess.org/zV5hfw4f#67,
zzJqB,r1b1k2r/pp3ppp/4p3/8/1b1q4/2NB4/PPP3PP/R2Q1R1K b kq - 1 12,e8g8 d3h7 g8h7 d1d4,1049,82,93,4514,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/H7OW8qo5/black#24,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
zzJtY,2b5/p3qk2/1p3p2/3p1p2/1P1p1P1N/5P1P/P2Q2P1/6K1 w - - 5 33,a2a3 e7e3 d2e3 d4e3,1189,81,88,62,advantage endgame short,https://lichess.org/kwlR2Np1#65,
zzJvu,3rk1N1/pp1b1p1Q/4p3/2b1N1q1/2PR4/1P2K3/P6P/7R w - - 4 25,e3d3 g5e5 h1f1 e5d4,1574,81,89,849,advantage hangingPiece middlegame short,https://lichess.org/h20alvjI#49,
zzK5J,1r2k3/5p1r/2Q1p1p1/1p1p2qp/1p6/1P6/P1P4P/R4R1K b - - 3 32,e8f8 c6d6 f8g7 d6b8,1240,75,71,229,crushing endgame fork short,https://lichess.org/5wL1LNTw/black#64,
zzKHS,4k2r/p2b2pp/3Ppp2/qP1p4/3P3n/P2B4/1B2KP1P/2Q4R b k - 1 24,e8g8 c1c7 a5c7 d6c7,2260,80,84,58,advancedPawn advantage middlegame short,https://lichess.org/QRBavq2l/black#48,
zzKKw,rn1qk2r/pp3ppp/2p2n2/3p2B1/1b1P2b1/2NB2Q1/PPP2PPP/R3K1NR b KQkq - 3 8,b4d6 g5f6 d8f6 g3g4,1587,77,94,17735,capturingDefender crushing master opening short,https://lichess.org/9vQbgobC/black#16,French_Defense French_Defense_MacCutcheon_Variation
zzKUB,6k1/5b2/5Kp1/6P1/4P3/5Q2/1p6/1r6 w - - 0 55,e4e5 b1a1 f3c6 a1f1,2287,87,90,35,crushing endgame quietMove short,https://lichess.org/qwEBwOXW#109,
zzKa1,5rk1/p5pp/b1p5/2Bp4/5qn1/2N3Q1/PPP3PP/R5K1 w - - 0 22,c5f8 f4d4 g1h1 g4f2 g3f2 d4f2,1474,74,96,24132,crushing long middlegame,https://lichess.org/fyLcMhva#43,
zzKae,3rr1k1/1b3ppp/pp6/6n1/PPQ2n2/2P3qP/4B1P1/2RRNN1K b - - 3 30,d8d1 f1g3 d1c1 c4f4 c1e1 h1h2,2355,78,87,573,advantage capturingDefender defensiveMove fork long middlegame,https://lichess.org/dBCBwclb/black#60,
zzKdA,6r1/pp2bk2/4pn2/2Pp1p1p/QP6/2N1Pn2/PBP2PRq/6RK w - - 0 23,g2h2 g8g1,1066,80,87,547,arabianMate kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Nq76ysCO#45,
zzKkl,1r2r1k1/p1p2pp1/1b1q4/1P5p/Q5n1/P2pP1P1/1B1P1RBP/R5K1 w - - 2 22,f2f4 g4e3 d2e3 b6e3 g1h1 e3f4,1721,82,94,33,crushing fork long middlegame,https://lichess.org/UuFpAlng#43,
zzKmX,2b1r1k1/5ppp/ppR2n2/3pq3/QP6/2b1P1P1/P4PBP/2R3K1 b - - 2 26,d5d4 e3d4 e5e1 c1e1 e8e1 g2f1 c8h3 a4a6,2383,80,100,92,advantage middlegame veryLong,https://lichess.org/ou9iR02N/black#52,
zzKq9,r1bq1rk1/1p2bp2/p1n4p/2p3pn/P2p4/2PP1NB1/1P1NBPPP/R2Q1RK1 w - - 2 14,f3e5 h5g3 e5c6 g3e2 d1e2 b7c6,1670,75,89,85,crushing kingsideAttack long middlegame,https://lichess.org/h3HdfiN8#27,Sicilian_Defense Sicilian_Defense_Old_Sicilian
zzKro,r1b2q1k/pp2pBbp/5pp1/2p5/3nP3/2B1Q3/PPP2PPP/2KR3R w - - 1 16,f7b3 g7h6 f2f4 h6f4,1892,75,95,9628,advantage middlegame pin short,https://lichess.org/Lrj3ORjt#31,Zukertort_Opening Zukertort_Opening_Quiet_System
zzKrr,1r4k1/Q4pp1/7p/4P3/8/P4PPq/3R3P/1r1R2K1 w - - 4 25,d2d8 b8d8 d1b1 d8d2 a7f2 d2f2,1431,92,50,26,endgame,https://lichess.org/vmUwmGkS#49,
zzKsP,3k4/1b2qRbQ/p2pp1B1/4P3/3P4/2r5/P5P1/6K1 b - - 5 30,e7g5 h7g8 g7f8 g8f8,1196,79,83,749,fork mate mateIn2 middlegame short,https://lichess.org/XosmJ5hw/black#60,
zzKvv,8/8/n2B2kp/P2K1pp1/8/7P/8/8 b - - 1 50,g5g4 h3g4 g6g5 g4f5,1597,75,98,757,crushing endgame master short,https://lichess.org/dj1zqs3K/black#100,
zzKx6,r3kbnr/p4p2/2p1p3/2PpPb2/6pp/1N2B3/Pq3PPP/2RQNRK1 b kq - 1 15,b2e5 e3d4 e5f4 d4h8,1561,74,95,24575,advantage middlegame short skewer,https://lichess.org/C8or6vRx/black#30,Scandinavian_Defense Scandinavian_Defense_Other_variations
zzKzC,5r1k/p4ppp/1qp1b3/1p1rP3/1P5Q/3B4/2PB1PPP/5RK1 b - - 1 23,h7h6 d2h6 d5d3 h6e3 h8g8 e3b6,1845,74,93,1774,crushing discoveredAttack long middlegame sacrifice,https://lichess.org/aDoAtb4T/black#46,
zzLCH,4r1k1/2p3pp/p1pq4/3p4/3N4/1P2P2P/PBP2rPK/R2Q4 w - - 1 21,h2g1 d6g3 d1f3 f2f3,1653,77,84,154,crushing middlegame pin short,https://lichess.org/V1dpi4z0#41,
zzLDM,r2r2k1/1p3ppp/6n1/5R2/P3Pp2/1QP5/3pB1qP/3K1R2 b - - 1 30,g2h2 b3f7 g8h8 f5h5 h2h5 e2h5,2053,75,76,68,advantage long middlegame,https://lichess.org/5qClH4Os/black#60,
zzLIS,3n2k1/p3Q2p/2qpn3/4p3/7P/P5P1/8/5RK1 b - - 1 38,c6c7 f1f8 e6f8 e7c7,1803,74,91,2041,advantage deflection endgame short,https://lichess.org/sXpDyEx5/black#76,
zzLRN,4rqk1/pp4pp/8/1b1p3Q/5B2/1P1p2P1/1P4P1/3R3K b - - 6 25,f8f6 h5d5 f6f7 d5b5,1704,75,98,3265,advantage endgame fork short,https://lichess.org/s6f3ZmVh/black#50,
zzLRd,1rb4k/4R1pp/8/2N1p3/1pBnP3/6P1/6KP/8 b - - 1 36,b4b3 e7e8,679,84,78,125,backRankMate endgame master mate mateIn1 oneMove,https://lichess.org/sNuthuqX/black#72,
zzLT8,r1b2bk1/pp4p1/2p3q1/8/3PQ3/1P2P3/PB4B1/5RK1 b - - 0 22,g6h6 e4e8 c8f5 e8a8,1776,140,83,10,crushing middlegame short,https://lichess.org/PdjVuEyb/black#44,
zzLfR,8/q2p3k/4pQ2/p3Pn1r/Pp6/6P1/1P3R1P/2R3K1 w - - 4 46,g1g2 h5h2 g2h2 a7f2 h2h3 f2g3,1725,73,96,15801,attraction deflection endgame long mate mateIn3,https://lichess.org/MAtP7ukU#91,
zzLi9,r4b1k/1b4pp/p3Q3/4B1R1/8/3p4/P1p2PPP/1q3RK1 w - - 2 33,g5g7 b1f1 g1f1 c2c1q,1620,75,98,5311,advancedPawn attraction mate mateIn2 middlegame promotion short,https://lichess.org/pdPsJKXT#65,
zzLlv,4r3/2r5/1p1Rp3/p1k1Pp2/P1P3p1/6Pp/7P/1R4K1 b - - 4 37,c7c6 b1b5 c5c4 d6c6,1433,78,85,322,crushing deflection endgame rookEndgame short,https://lichess.org/sY23v4z3/black#74,
zzLow,2k1r1r1/pp1q4/2n2P2/7P/3p1PP1/P1pQn3/2P1N3/1RB1K1R1 w - - 3 25,c1e3 e8e3 d3e3 d4e3,1187,108,69,29,advantage master middlegame short,https://lichess.org/WyNN2qUi#49,
zzLqZ,3r2k1/pp2Rpp1/1bp4p/3n4/P1Q5/1P6/2P3PP/5K2 w - - 3 24,e7b7 d5e3 f1e2 e3c4,693,97,57,96,crushing endgame fork short,https://lichess.org/YfEWM31O#47,
zzLrV,5r1k/p4qp1/7p/2ppR3/8/P5P1/1P4PP/3Q2K1 w - - 4 36,e5d5 f7f2 g1h1 f2f1 d1f1 f8f1,963,86,94,2629,backRankMate endgame long mate mateIn3,https://lichess.org/6f5A31Nl#71,
zzLsm,1Q6/5pkp/6p1/p2q4/5PP1/7P/P6K/8 w - - 2 31,b8e5 d5e5 f4e5 f7f6 h2g3 f6e5,2354,82,84,498,crushing endgame long queenEndgame,https://lichess.org/zJZkHs69#61,
zzM21,6k1/pP3pp1/7p/3q4/8/1P4Pb/PB3Q1P/6K1 w - - 0 28,f2d4 d5g2,906,75,70,131,endgame mate mateIn1 oneMove,https://lichess.org/AgYS32yV#55,
zzM4c,6k1/6p1/2P1p2p/5p2/1RN5/2r1b3/1p4PP/5K2 b - - 3 40,e3c1 c6c7 c3c4 b4c4 b2b1q c7c8q,1687,111,71,24,advancedPawn advantage endgame long promotion,https://lichess.org/M6lKQyvz/black#80,
zzM4k,8/r4pp1/5nkp/PR6/4P3/P3K3/8/1B6 b - - 4 41,g6h7 e4e5 g7g6 e5f6,1009,83,87,130,crushing discoveredAttack endgame short,https://lichess.org/E7tDf2HS/black#82,
zzMBl,r1b2rk1/pp3pp1/1qp2n1p/8/3N4/2P2P2/PPBQ2PP/R4RK1 b - - 4 18,b6b2 c2h7 g8h7 d2b2,995,84,91,931,crushing discoveredAttack middlegame short,https://lichess.org/3xSxjdpp/black#36,Trompowsky_Attack Trompowsky_Attack_Other_variations
zzMCp,2kr3r/Q1p2p1p/2pp1b1p/8/3P4/2P1qNP1/PP4K1/R4R2 b - - 2 18,h6h5 a7a6 c8d7 a1e1,2121,121,60,15,advantage middlegame short,https://lichess.org/vxyam3Vf/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
zzMIA,6k1/2r3p1/4pB1Q/p3Pp2/3p4/2P2bRP/6PK/3q4 w - - 0 41,g2f3 d1e2 h2g1 e2e1,1664,76,85,77,crushing endgame short,https://lichess.org/MPvFAgt5#81,
zzMJK,3r4/pp2kpR1/7R/4p3/8/3p4/5PK1/8 w - - 0 38,h6h7 d3d2 g7f7 e7e6 f7e7 e6d6,2104,88,60,26,advancedPawn crushing defensiveMove endgame long rookEndgame,https://lichess.org/wKirtDg6#75,
zzMKT,r1q4k/p1p1pn1p/1p2nrp1/4Qp2/2B2P2/2P1B2P/P1P3P1/3R1RK1 w - - 4 20,c4e6 c8e6 e5e6 f6e6,1337,75,87,489,advantage middlegame short,https://lichess.org/2da5fg4v#39,
zzMM4,N1b2rk1/1p3p1p/2p3pb/3Pp3/4P3/1B1n1N2/Pn4PP/RR4K1 w - - 0 22,a8b6 h6e3 g1f1 e3b6,1276,76,82,727,advantage fork middlegame short,https://lichess.org/jEnIU1uT#43,
zzMNz,5r1k/4p3/P5Q1/4P3/P7/2rB2pP/5qPK/3R4 w - - 0 40,g6g3 f2g3 h2g3 f8d8,1772,74,87,624,advantage endgame master short,https://lichess.org/QrNde9bB#79,
zzMOP,r3k2r/1b3p2/p3p1p1/1pB1P2p/2pP1n1P/2P2P2/3K1P2/RR3B2 b kq - 5 23,b7f3 d2e3 f4d5 e3f3,1460,75,93,1275,advantage middlegame short,https://lichess.org/nfmD0Fpp/black#46,
zzMPW,8/8/1K6/8/p7/P1k5/8/8 w - - 0 64,b6b5 c3b3 b5c5 b3a3 c5c4 a3b2,982,81,100,95,crushing endgame long pawnEndgame,https://lichess.org/p9JuTpaT#127,
zzMQS,6k1/4R2p/4p1p1/3p2N1/3P3P/5PK1/2r5/4n3 w - - 6 43,e7h7 c2g2 g3h3 g2g5,955,80,88,592,advantage endgame master short,https://lichess.org/1WV0OOPW#85,
zzMWL,r3r1k1/pp1qnppp/3b1n2/3p4/2pP1NP1/2P1BP2/PPQ4P/R3RNK1 b - - 0 17,f6g4 f3g4 d6f4 e3f4 d7g4 f4g3,1693,135,87,9,advantage defensiveMove long middlegame,https://lichess.org/RccFsEds/black#34,Sicilian_Defense Sicilian_Defense_Other_variations
zzMWl,1k4Q1/p1pbq3/Bp6/4npp1/8/P1P3P1/5PP1/1R3KNr b - - 1 24,e7e8 g8e8 d7e8 b1e1 e8b5 a6b5,1994,75,92,1804,middlegame,https://lichess.org/3zgAvjF5/black#48,
zzMa7,r7/pn4pp/3kp1b1/3p4/3N1QP1/4P3/q1P1B1PP/6K1 b - - 1 22,d6d7 e2b5 d7c8 f4f8 c8c7 f8e7 c7b6 e7e6,2309,76,97,93,advantage middlegame veryLong,https://lichess.org/RrO6zrUL/black#44,
zzMau,4q1r1/1p1k3p/p4p2/3Pb3/5BbP/8/PP2QR1P/3R3K w - - 3 28,e2c2 g4d1 c2h7 d7c8,2266,81,84,91,advantage defensiveMove middlegame short,https://lichess.org/iMChovX1#55,
zzMbk,2k3rr/1ppR1p1p/p1p2q2/4b3/4PBn1/2N2QP1/PPP2P2/3R2K1 w - - 11 18,f4e5 f6f3 d7c7 c8b8 c7f7 g4e5 f7f3 e5f3,1757,75,85,80,advantage kingsideAttack middlegame veryLong,https://lichess.org/BeQMgmIi#35,Ruy_Lopez Ruy_Lopez_Exchange_Variation
zzMe8,1r1qk1r1/pb1nbppp/1p6/2ppPQ2/8/P3P1P1/1BP3BP/RN3RK1 b - - 0 15,g7g6 f5f7,670,88,95,813,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/bKLGHuzX/black#30,Polish_Opening Polish_Opening_Other_variations
zzMhD,5rk1/4QBpp/8/p3n3/2pq4/3n2P1/4R2P/5R1K b - - 0 38,e5f7 e7f7 f8f7 e2e8 f7f8 f1f8,1600,75,94,904,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/8RX4jJ5H/black#76,
zzMhe,3k4/7p/pp1PPKp1/5b2/1P3P1P/8/8/8 b - - 1 41,d8e8 d6d7 e8d8 e6e7 d8d7 f6f7,2148,77,91,1072,advancedPawn bishopEndgame crushing endgame exposedKing long,https://lichess.org/H6pzEwKt/black#82,
